County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
San Francisco,2020-06-03T00:00:00,2608,43,37,34,17,4
San Joaquin,2020-06-03T00:00:00,1004,35,28,32,10,5
San Luis Obispo,2020-06-03T00:00:00,279,1,2,1,2,1
San Mateo,2020-06-03T00:00:00,2243,84,43,23,15,6
Santa Barbara,2020-06-03T00:00:00,1722,14,21,4,9,1
Santa Clara,2020-06-03T00:00:00,2836,144,30,27,8,6
Santa Cruz,2020-06-03T00:00:00,217,3,2,1,1,0
Shasta,2020-06-03T00:00:00,40,4,1,0,0,0
Sierra,2020-06-03T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-03T00:00:00,8,0,0,1,0,1
Solano,2020-06-03T00:00:00,543,22,10,13,4,1
Sonoma,2020-06-03T00:00:00,578,4,3,76,2,8
Stanislaus,2020-06-03T00:00:00,780,30,27,14,6,2
Sutter,2020-06-03T00:00:00,45,2,0,0,0,0
Tehama,2020-06-03T00:00:00,6,1,0,0,0,0
Trinity,2020-06-03T00:00:00,1,0,0,2,0,0
Tulare,2020-06-03T00:00:00,2041,90,37,2,8,0
Tuolumne,2020-06-03T00:00:00,4,0,0,0,0,0
Unassigned,2020-06-03T00:00:00,2,0,0,0,0,0
Ventura,2020-06-03T00:00:00,1202,34,24,19,9,4
Yolo,2020-06-03T00:00:00,213,24,0,0,0,0
Yuba,2020-06-03T00:00:00,27,1,2,0,0,0
Alameda,2020-06-04T00:00:00,3643,104,82,92,32,9
Alpine,2020-06-04T00:00:00,1,0,0,0,0,0
Amador,2020-06-04T00:00:00,10,0,0,0,0,0
Butte,2020-06-04T00:00:00,57,1,4,0,0,0
Calaveras,2020-06-04T00:00:00,15,0,0,0,0,0
Colusa,2020-06-04T00:00:00,7,0,0,0,0,0
Contra Costa,2020-06-04T00:00:00,1551,38,18,70,7,10
Del Norte,2020-06-04T00:00:00,45,0,0,0,0,0
El Dorado,2020-06-04T00:00:00,101,0,1,5,1,3
Fresno,2020-06-04T00:00:00,2007,40,66,35,16,3
Glenn,2020-06-04T00:00:00,16,0,0,0,0,0
Humboldt,2020-06-04T00:00:00,109,4,0,2,0,2
Imperial,2020-06-04T00:00:00,2631,30,74,3,18,0
Inyo,2020-06-04T00:00:00,20,1,0,0,0,0
Kern,2020-06-04T00:00:00,2530,45,62,14,34,1
Kings,2020-06-04T00:00:00,842,6,33,0,7,0
Lake,2020-06-04T00:00:00,27,0,2,2,0,1
Lassen,2020-06-04T00:00:00,4,0,0,1,0,0
Los Angeles,2020-06-04T00:00:00,59596,2531,1462,586,453,99
Madera,2020-06-04T00:00:00,127,3,1,1,1,0
Marin,2020-06-04T00:00:00,533,17,2,8,0,3
Mariposa,2020-06-04T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-04T00:00:00,29,0,1,0,1,1
Merced,2020-06-04T00:00:00,304,7,3,4,3,0
Modoc,2020-06-04T00:00:00,0,0,0,0,0,0
Mono,2020-06-04T00:00:00,35,1,0,0,0,0
Monterey,2020-06-04T00:00:00,621,10,13,1,3,0
Napa,2020-06-04T00:00:00,117,3,0,3,0,1
Nevada,2020-06-04T00:00:00,49,1,0,0,0,0
Orange,2020-06-04T00:00:00,7192,165,300,110,123,18
Placer,2020-06-04T00:00:00,256,9,11,35,2,3
Plumas,2020-06-04T00:00:00,4,0,0,0,0,0
Riverside,2020-06-04T00:00:00,8473,345,226,91,73,20
Sacramento,2020-06-04T00:00:00,1492,58,28,33,14,7
San Benito,2020-06-04T00:00:00,88,2,0,0,0,0
San Bernardino,2020-06-04T00:00:00,5726,210,168,70,66,15
San Diego,2020-06-04T00:00:00,7942,312,297,82,135,18
San Francisco,2020-06-04T00:00:00,2636,43,41,21,15,4
San Joaquin,2020-06-04T00:00:00,1016,36,28,27,12,3
San Luis Obispo,2020-06-04T00:00:00,288,1,2,0,2,0
San Mateo,2020-06-04T00:00:00,2284,84,35,18,11,3
Santa Barbara,2020-06-04T00:00:00,1750,14,28,10,9,2
Santa Clara,2020-06-04T00:00:00,2871,144,37,38,14,7
Santa Cruz,2020-06-04T00:00:00,218,3,2,3,1,0
Shasta,2020-06-04T00:00:00,40,4,2,0,0,0
Sierra,2020-06-04T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-04T00:00:00,8,0,0,1,0,0
Solano,2020-06-04T00:00:00,551,22,10,21,4,1
Sonoma,2020-06-04T00:00:00,591,4,4,54,2,7
Stanislaus,2020-06-04T00:00:00,806,31,29,16,7,3
Sutter,2020-06-04T00:00:00,46,2,0,0,0,0
Tehama,2020-06-04T00:00:00,6,1,0,0,0,0
Trinity,2020-06-04T00:00:00,1,0,0,1,0,0
Tulare,2020-06-04T00:00:00,2086,92,39,2,9,1
Tuolumne,2020-06-04T00:00:00,4,0,1,0,0,0
Unassigned,2020-06-04T00:00:00,3,0,0,0,0,0
Ventura,2020-06-04T00:00:00,1236,35,27,23,7,5
Yolo,2020-06-04T00:00:00,216,24,0,0,0,0
Yuba,2020-06-04T00:00:00,27,1,3,0,1,0
Alameda,2020-06-05T00:00:00,3734,104,82,68,30,10
Alpine,2020-06-05T00:00:00,1,0,0,0,0,0
Amador,2020-06-05T00:00:00,10,0,0,0,0,0
Butte,2020-06-05T00:00:00,61,1,2,0,1,0
Calaveras,2020-06-05T00:00:00,16,0,0,0,0,0
Colusa,2020-06-05T00:00:00,7,0,0,0,0,0
Contra Costa,2020-06-05T00:00:00,1575,38,17,46,6,6
Del Norte,2020-06-05T00:00:00,45,0,0,0,0,0
El Dorado,2020-06-05T00:00:00,101,0,2,3,2,1
Fresno,2020-06-05T00:00:00,2051,43,67,30,16,3
Glenn,2020-06-05T00:00:00,16,0,0,0,0,0
Humboldt,2020-06-05T00:00:00,111,4,0,1,0,0
Imperial,2020-06-05T00:00:00,2778,33,79,3,15,0
Inyo,2020-06-05T00:00:00,21,1,0,0,0,0
Kern,2020-06-05T00:00:00,2624,46,62,16,33,1
Kings,2020-06-05T00:00:00,865,6,31,0,7,0
Lake,2020-06-05T00:00:00,28,0,1,0,0,0
Lassen,2020-06-05T00:00:00,4,0,0,0,0,0
Los Angeles,2020-06-05T00:00:00,60955,2565,1451,547,439,109
Madera,2020-06-05T00:00:00,144,3,3,2,1,2
Marin,2020-06-05T00:00:00,546,17,2,9,0,0
Mariposa,2020-06-05T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-05T00:00:00,32,0,1,0,1,0
Merced,2020-06-05T00:00:00,309,7,4,1,2,0
Modoc,2020-06-05T00:00:00,0,0,0,0,0,0
Mono,2020-06-05T00:00:00,35,1,0,0,0,0
Monterey,2020-06-05T00:00:00,649,10,14,1,3,0
Napa,2020-06-05T00:00:00,123,3,1,2,1,0
Nevada,2020-06-05T00:00:00,50,1,0,2,0,0
Orange,2020-06-05T00:00:00,7391,174,315,80,131,11
Placer,2020-06-05T00:00:00,265,9,11,21,4,3
Plumas,2020-06-05T00:00:00,4,0,0,0,0,0
Riverside,2020-06-05T00:00:00,8700,355,228,98,75,24
Sacramento,2020-06-05T00:00:00,1514,59,35,37,14,7
San Benito,2020-06-05T00:00:00,92,2,0,0,0,0
San Bernardino,2020-06-05T00:00:00,5869,217,180,63,61,14
San Diego,2020-06-05T00:00:00,8182,312,299,69,137,16
San Francisco,2020-06-05T00:00:00,2675,43,42,22,14,4
San Joaquin,2020-06-05T00:00:00,1046,36,26,33,13,4
San Luis Obispo,2020-06-05T00:00:00,293,1,3,3,2,0
San Mateo,2020-06-05T00:00:00,2331,88,36,18,8,2
Santa Barbara,2020-06-05T00:00:00,1795,15,29,8,9,3
Santa Clara,2020-06-05T00:00:00,2902,144,43,32,18,6
Santa Cruz,2020-06-05T00:00:00,222,3,2,3,1,0
Shasta,2020-06-05T00:00:00,40,4,0,0,0,0
Sierra,2020-06-05T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-05T00:00:00,8,0,0,1,0,0
Solano,2020-06-05T00:00:00,558,23,13,20,5,0
Sonoma,2020-06-05T00:00:00,618,4,3,69,2,8
Stanislaus,2020-06-05T00:00:00,842,31,25,14,8,1
Sutter,2020-06-05T00:00:00,49,2,0,0,0,0
Tehama,2020-06-05T00:00:00,7,1,0,0,0,0
Trinity,2020-06-05T00:00:00,1,0,0,0,0,0
Tulare,2020-06-05T00:00:00,2180,92,39,2,7,0
Tuolumne,2020-06-05T00:00:00,4,0,1,0,0,0
Unassigned,2020-06-05T00:00:00,3,0,0,0,0,0
Ventura,2020-06-05T00:00:00,1274,35,29,21,9,3
Yolo,2020-06-05T00:00:00,216,24,0,0,0,0
Yuba,2020-06-05T00:00:00,27,1,3,0,2,0
Alameda,2020-06-06T00:00:00,3801,104,83,72,30,11
Alpine,2020-06-06T00:00:00,1,0,0,0,0,0
Amador,2020-06-06T00:00:00,10,0,0,0,0,0
Butte,2020-06-06T00:00:00,63,1,1,0,1,0
Calaveras,2020-06-06T00:00:00,16,0,0,0,0,0
Colusa,2020-06-06T00:00:00,7,0,0,0,0,2
Contra Costa,2020-06-06T00:00:00,1619,38,18,43,5,5
Del Norte,2020-06-06T00:00:00,45,0,0,0,0,0
El Dorado,2020-06-06T00:00:00,104,0,1,4,1,4
Fresno,2020-06-06T00:00:00,2117,43,70,41,15,4
Glenn,2020-06-06T00:00:00,16,0,0,0,0,0
Humboldt,2020-06-06T00:00:00,112,4,1,5,0,0
Imperial,2020-06-06T00:00:00,3047,33,81,2,19,0
Inyo,2020-06-06T00:00:00,21,1,0,0,0,0
Kern,2020-06-06T00:00:00,2695,46,80,32,33,3
Kings,2020-06-06T00:00:00,882,6,26,1,9,1
Lake,2020-06-06T00:00:00,28,0,1,1,0,0
Lassen,2020-06-06T00:00:00,4,0,0,0,0,0
Los Angeles,2020-06-06T00:00:00,62269,2620,1399,582,418,88
Madera,2020-06-06T00:00:00,149,3,5,3,1,0
Marin,2020-06-06T00:00:00,556,17,3,6,0,1
Mariposa,2020-06-06T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-06T00:00:00,32,0,1,0,1,0
Merced,2020-06-06T00:00:00,315,7,5,0,2,0
Modoc,2020-06-06T00:00:00,0,0,0,0,0,0
Mono,2020-06-06T00:00:00,35,1,0,0,0,0
Monterey,2020-06-06T00:00:00,679,10,13,0,3,0
Napa,2020-06-06T00:00:00,136,3,1,3,1,0
Nevada,2020-06-06T00:00:00,50,1,0,2,0,0
Orange,2020-06-06T00:00:00,7576,176,309,67,137,11
Placer,2020-06-06T00:00:00,270,9,10,24,4,3
Plumas,2020-06-06T00:00:00,4,0,0,0,0,0
Riverside,2020-06-06T00:00:00,8935,355,220,89,72,19
Sacramento,2020-06-06T00:00:00,1533,59,33,28,15,7
San Benito,2020-06-06T00:00:00,92,2,0,0,0,0
San Bernardino,2020-06-06T00:00:00,5946,224,195,59,69,15
San Diego,2020-06-06T00:00:00,8347,312,285,76,134,12
San Francisco,2020-06-06T00:00:00,2674,43,41,24,15,4
San Joaquin,2020-06-06T00:00:00,1076,37,30,34,13,3
San Luis Obispo,2020-06-06T00:00:00,295,1,3,4,2,1
San Mateo,2020-06-06T00:00:00,2342,88,37,21,7,0
Santa Barbara,2020-06-06T00:00:00,1815,15,30,3,9,1
Santa Clara,2020-06-06T00:00:00,2934,144,41,32,16,7
Santa Cruz,2020-06-06T00:00:00,226,3,1,3,1,0
Shasta,2020-06-06T00:00:00,40,4,0,0,0,0
Sierra,2020-06-06T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-06T00:00:00,8,0,0,1,0,0
Solano,2020-06-06T00:00:00,560,23,12,16,4,1
Sonoma,2020-06-06T00:00:00,622,4,4,71,3,8
Stanislaus,2020-06-06T00:00:00,858,33,26,9,8,1
Sutter,2020-06-06T00:00:00,51,2,0,0,0,0
Tehama,2020-06-06T00:00:00,8,1,0,0,0,0
Trinity,2020-06-06T00:00:00,2,0,0,0,0,0
Tulare,2020-06-06T00:00:00,2213,92,34,1,9,0
Tuolumne,2020-06-06T00:00:00,4,0,0,0,0,0
Unassigned,2020-06-06T00:00:00,2,0,0,0,0,0
Ventura,2020-06-06T00:00:00,1303,35,33,28,9,8
Yolo,2020-06-06T00:00:00,223,24,0,0,0,0
Yuba,2020-06-06T00:00:00,27,1,5,0,2,0
Alameda,2020-06-07T00:00:00,3866,104,92,74,29,11
Alpine,2020-06-07T00:00:00,1,0,0,0,0,0
Amador,2020-06-07T00:00:00,10,0,0,1,0,0
Butte,2020-06-07T00:00:00,64,1,1,0,1,0
Calaveras,2020-06-07T00:00:00,16,0,0,1,0,0
Colusa,2020-06-07T00:00:00,7,0,0,0,0,1
Contra Costa,2020-06-07T00:00:00,1653,39,23,44,7,5
Del Norte,2020-06-07T00:00:00,45,0,0,1,0,1
El Dorado,2020-06-07T00:00:00,104,0,2,4,2,1
Fresno,2020-06-07T00:00:00,2144,43,69,31,16,4
Glenn,2020-06-07T00:00:00,16,0,0,0,0,0
Humboldt,2020-06-07T00:00:00,112,4,1,4,0,0
Imperial,2020-06-07T00:00:00,3048,33,87,1,18,0
Inyo,2020-06-07T00:00:00,21,1,0,0,0,0
Kern,2020-06-07T00:00:00,2771,46,83,24,34,4
Kings,2020-06-07T00:00:00,882,6,27,1,9,1
Lake,2020-06-07T00:00:00,28,0,0,0,0,0
Lassen,2020-06-07T00:00:00,4,0,0,0,0,0
Los Angeles,2020-06-07T00:00:00,63750,2645,1453,558,428,91
Madera,2020-06-07T00:00:00,149,3,5,6,1,1
Marin,2020-06-07T00:00:00,584,17,1,6,0,0
Mariposa,2020-06-07T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-07T00:00:00,32,0,1,0,1,0
Merced,2020-06-07T00:00:00,318,7,5,2,2,1
Modoc,2020-06-07T00:00:00,0,0,0,0,0,0
Mono,2020-06-07T00:00:00,35,1,0,0,0,0
Monterey,2020-06-07T00:00:00,732,10,12,1,3,0
Napa,2020-06-07T00:00:00,142,3,1,2,1,0
Nevada,2020-06-07T00:00:00,50,1,0,1,0,0
Orange,2020-06-07T00:00:00,7643,177,322,77,148,18
Placer,2020-06-07T00:00:00,273,9,10,24,3,3
Plumas,2020-06-07T00:00:00,4,0,0,0,0,0
Riverside,2020-06-07T00:00:00,9105,355,217,79,63,19
Sacramento,2020-06-07T00:00:00,1568,59,33,26,14,8
San Benito,2020-06-07T00:00:00,92,2,0,0,0,0
San Bernardino,2020-06-07T00:00:00,6033,224,164,57,72,11
San Diego,2020-06-07T00:00:00,8478,312,286,73,131,16
San Francisco,2020-06-07T00:00:00,2674,43,34,14,13,1
San Joaquin,2020-06-07T00:00:00,1126,37,39,24,15,1
San Luis Obispo,2020-06-07T00:00:00,296,1,3,2,2,0
San Mateo,2020-06-07T00:00:00,2399,88,37,20,6,0
Santa Barbara,2020-06-07T00:00:00,1818,15,20,3,6,1
Santa Clara,2020-06-07T00:00:00,2947,144,38,31,15,6
Santa Cruz,2020-06-07T00:00:00,230,3,1,3,1,0
Shasta,2020-06-07T00:00:00,41,4,0,0,0,0
Sierra,2020-06-07T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-07T00:00:00,8,0,0,0,0,0
Solano,2020-06-07T00:00:00,560,23,13,17,4,1
Sonoma,2020-06-07T00:00:00,639,4,5,66,3,9
Stanislaus,2020-06-07T00:00:00,905,33,27,10,9,0
Sutter,2020-06-07T00:00:00,55,2,0,0,0,0
Tehama,2020-06-07T00:00:00,8,1,0,0,0,0
Trinity,2020-06-07T00:00:00,2,0,0,0,0,0
Tulare,2020-06-07T00:00:00,2219,92,28,0,8,0
Tuolumne,2020-06-07T00:00:00,4,0,0,0,0,0
Unassigned,2020-06-07T00:00:00,3,0,0,0,0,0
Ventura,2020-06-07T00:00:00,1337,35,39,32,11,6
Yolo,2020-06-07T00:00:00,224,24,0,2,1,1
Yuba,2020-06-07T00:00:00,27,1,5,0,2,0
Alameda,2020-06-08T00:00:00,3937,110,92,60,31,12
Alpine,2020-06-08T00:00:00,1,0,0,0,0,0
Amador,2020-06-08T00:00:00,10,0,0,0,0,0
Butte,2020-06-08T00:00:00,68,1,4,0,2,0
Calaveras,2020-06-08T00:00:00,16,0,0,0,0,0
Colusa,2020-06-08T00:00:00,7,0,0,1,0,1
Contra Costa,2020-06-08T00:00:00,1714,40,20,35,7,6
Del Norte,2020-06-08T00:00:00,45,0,0,0,0,0
El Dorado,2020-06-08T00:00:00,107,0,1,5,1,2
Fresno,2020-06-08T00:00:00,2194,43,70,37,15,2
Glenn,2020-06-08T00:00:00,17,0,0,0,0,0
Humboldt,2020-06-08T00:00:00,112,4,1,6,0,0
Imperial,2020-06-08T00:00:00,3051,38,85,2,18,1
Inyo,2020-06-08T00:00:00,22,1,1,0,0,0
Kern,2020-06-08T00:00:00,2853,50,87,26,29,5
Kings,2020-06-08T00:00:00,892,6,24,1,8,1
Lake,2020-06-08T00:00:00,28,0,0,0,0,0
Lassen,2020-06-08T00:00:00,4,0,0,0,0,0
Los Angeles,2020-06-08T00:00:00,64634,2655,1458,595,426,95
Madera,2020-06-08T00:00:00,154,3,5,4,1,1
Marin,2020-06-08T00:00:00,596,17,2,0,2,0
Mariposa,2020-06-08T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-08T00:00:00,32,0,1,0,1,0
Merced,2020-06-08T00:00:00,331,7,5,3,2,1
Modoc,2020-06-08T00:00:00,0,0,0,0,0,0
Mono,2020-06-08T00:00:00,35,1,0,0,0,0
Monterey,2020-06-08T00:00:00,751,10,12,0,3,0
Napa,2020-06-08T00:00:00,151,3,1,6,1,1
Nevada,2020-06-08T00:00:00,50,1,0,2,0,1
Orange,2020-06-08T00:00:00,7786,177,327,64,149,11
Placer,2020-06-08T00:00:00,290,9,11,11,3,2
Plumas,2020-06-08T00:00:00,4,0,0,0,0,0
Riverside,2020-06-08T00:00:00,9246,364,220,108,71,18
Sacramento,2020-06-08T00:00:00,1591,61,37,24,13,10
San Benito,2020-06-08T00:00:00,93,2,0,0,0,0
San Bernardino,2020-06-08T00:00:00,6122,224,197,54,74,12
San Diego,2020-06-08T00:00:00,8621,312,291,80,143,23
San Francisco,2020-06-08T00:00:00,2715,43,32,11,13,2
San Joaquin,2020-06-08T00:00:00,1198,37,43,27,18,5
San Luis Obispo,2020-06-08T00:00:00,300,1,3,0,2,0
San Mateo,2020-06-08T00:00:00,2431,88,34,5,5,0
Santa Barbara,2020-06-08T00:00:00,1824,15,22,6,8,2
Santa Clara,2020-06-08T00:00:00,2971,149,44,17,19,3
Santa Cruz,2020-06-08T00:00:00,234,3,1,1,0,0
Shasta,2020-06-08T00:00:00,43,4,1,0,0,0
Sierra,2020-06-08T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-08T00:00:00,8,0,0,0,0,0
Solano,2020-06-08T00:00:00,560,23,13,15,3,2
Sonoma,2020-06-08T00:00:00,654,4,5,74,3,10
Stanislaus,2020-06-08T00:00:00,956,33,26,13,10,2
Sutter,2020-06-08T00:00:00,55,2,0,0,0,0
Tehama,2020-06-08T00:00:00,8,1,0,0,0,0
Trinity,2020-06-08T00:00:00,2,0,0,3,0,0
Tulare,2020-06-08T00:00:00,2301,94,34,2,8,0
Tuolumne,2020-06-08T00:00:00,8,0,0,0,0,0
Unassigned,2020-06-08T00:00:00,2,0,0,0,0,0
Ventura,2020-06-08T00:00:00,1382,35,42,27,12,10
Yolo,2020-06-08T00:00:00,228,24,0,1,0,1
Yuba,2020-06-08T00:00:00,27,1,5,0,2,0
Alameda,2020-06-09T00:00:00,3963,110,94,52,32,9
Alpine,2020-06-09T00:00:00,1,0,0,0,0,0
Amador,2020-06-09T00:00:00,10,0,0,0,0,0
Butte,2020-06-09T00:00:00,70,1,6,0,2,1
Calaveras,2020-06-09T00:00:00,16,0,0,0,0,0
Colusa,2020-06-09T00:00:00,7,0,0,0,0,0
Contra Costa,2020-06-09T00:00:00,1744,43,21,40,10,4
Del Norte,2020-06-09T00:00:00,45,0,0,0,0,0
El Dorado,2020-06-09T00:00:00,108,0,0,3,0,0
Fresno,2020-06-09T00:00:00,2278,48,68,36,15,1
Glenn,2020-06-09T00:00:00,19,0,1,0,0,0
Humboldt,2020-06-09T00:00:00,113,4,1,8,0,1
Imperial,2020-06-09T00:00:00,3067,38,83,2,18,0
Inyo,2020-06-09T00:00:00,22,1,1,0,0,0
Kern,2020-06-09T00:00:00,2920,50,83,22,30,4
Kings,2020-06-09T00:00:00,934,6,30,0,8,0
Lake,2020-06-09T00:00:00,28,0,0,1,0,1
Lassen,2020-06-09T00:00:00,5,0,0,0,0,0
Los Angeles,2020-06-09T00:00:00,65827,2707,1416,695,410,97
Madera,2020-06-09T00:00:00,172,3,6,5,1,0
Marin,2020-06-09T00:00:00,616,17,6,4,3,1
Mariposa,2020-06-09T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-09T00:00:00,35,0,1,0,1,0
Merced,2020-06-09T00:00:00,349,7,4,0,2,0
Modoc,2020-06-09T00:00:00,0,0,0,0,0,0
Mono,2020-06-09T00:00:00,35,1,0,0,0,0
Monterey,2020-06-09T00:00:00,772,11,13,0,3,0
Napa,2020-06-09T00:00:00,156,3,0,6,0,0
Nevada,2020-06-09T00:00:00,50,1,0,3,0,2
Orange,2020-06-09T00:00:00,7991,185,315,69,146,19
Placer,2020-06-09T00:00:00,301,9,10,12,2,2
Plumas,2020-06-09T00:00:00,4,0,0,0,0,0
Riverside,2020-06-09T00:00:00,9511,365,227,106,73,18
Sacramento,2020-06-09T00:00:00,1625,61,33,19,13,7
San Benito,2020-06-09T00:00:00,95,2,0,0,0,0
San Bernardino,2020-06-09T00:00:00,6268,224,205,71,76,18
San Diego,2020-06-09T00:00:00,8731,312,299,74,141,12
San Francisco,2020-06-09T00:00:00,2749,44,37,12,13,0
San Joaquin,2020-06-09T00:00:00,1240,40,45,31,18,7
San Luis Obispo,2020-06-09T00:00:00,301,1,3,2,2,0
San Mateo,2020-06-09T00:00:00,2463,93,31,13,6,3
Santa Barbara,2020-06-09T00:00:00,1854,15,25,7,7,2
Santa Clara,2020-06-09T00:00:00,3006,149,41,18,18,3
Santa Cruz,2020-06-09T00:00:00,237,3,1,3,0,0
Shasta,2020-06-09T00:00:00,44,4,1,0,0,0
Sierra,2020-06-09T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-09T00:00:00,10,0,0,1,0,1
Solano,2020-06-09T00:00:00,596,23,17,25,5,2
Sonoma,2020-06-09T00:00:00,661,4,5,70,3,4
Stanislaus,2020-06-09T00:00:00,993,33,29,13,13,4
Sutter,2020-06-09T00:00:00,56,2,0,0,0,0
Tehama,2020-06-09T00:00:00,9,1,0,0,0,0
Trinity,2020-06-09T00:00:00,2,0,0,2,0,0
Tulare,2020-06-09T00:00:00,2393,94,36,8,6,1
Tuolumne,2020-06-09T00:00:00,8,0,0,0,0,0
Unassigned,2020-06-09T00:00:00,4,0,0,0,0,0
Ventura,2020-06-09T00:00:00,1407,35,42,45,10,11
Yolo,2020-06-09T00:00:00,226,24,0,1,1,1
Yuba,2020-06-09T00:00:00,27,1,4,0,2,0
Alameda,2020-06-10T00:00:00,4027,110,88,46,32,11
Alpine,2020-06-10T00:00:00,1,0,0,0,0,0
Amador,2020-06-10T00:00:00,10,0,0,0,0,0
Butte,2020-06-10T00:00:00,71,1,7,23,3,6
Calaveras,2020-06-10T00:00:00,16,0,0,0,0,0
Colusa,2020-06-10T00:00:00,7,0,0,0,0,0
Contra Costa,2020-06-10T00:00:00,1778,43,20,23,10,6
Del Norte,2020-06-10T00:00:00,45,0,0,0,0,0
El Dorado,2020-06-10T00:00:00,109,0,0,1,0,0
Fresno,2020-06-10T00:00:00,2324,49,67,35,19,4
Glenn,2020-06-10T00:00:00,21,0,1,0,0,0
Humboldt,2020-06-10T00:00:00,112,4,1,14,0,1
Imperial,2020-06-10T00:00:00,3454,41,79,0,16,0
Inyo,2020-06-10T00:00:00,23,1,1,0,0,0
Kern,2020-06-10T00:00:00,3000,53,89,23,32,10
Kings,2020-06-10T00:00:00,952,6,30,1,9,1
Lake,2020-06-10T00:00:00,28,0,0,2,0,0
Lassen,2020-06-10T00:00:00,5,0,0,0,0,0
Los Angeles,2020-06-10T00:00:00,67018,2768,1389,564,403,109
Madera,2020-06-10T00:00:00,176,3,6,5,3,0
Marin,2020-06-10T00:00:00,633,17,8,3,3,0
Mariposa,2020-06-10T00:00:00,16,1,0,0,0,0
Mendocino,2020-06-10T00:00:00,35,0,1,0,1,0
Merced,2020-06-10T00:00:00,370,7,3,4,3,0
Modoc,2020-06-10T00:00:00,0,0,0,0,0,0
Mono,2020-06-10T00:00:00,35,1,0,0,0,0
Monterey,2020-06-10T00:00:00,791,11,16,0,3,0
Napa,2020-06-10T00:00:00,159,3,1,5,0,1
Nevada,2020-06-10T00:00:00,50,1,0,2,0,2
Orange,2020-06-10T00:00:00,8222,198,312,72,143,10
Placer,2020-06-10T00:00:00,309,9,11,12,2,2
Plumas,2020-06-10T00:00:00,4,0,0,0,0,0
Riverside,2020-06-10T00:00:00,9857,380,232,101,71,15
Sacramento,2020-06-10T00:00:00,1643,62,36,26,13,5
San Benito,2020-06-10T00:00:00,94,2,0,0,0,0
San Bernardino,2020-06-10T00:00:00,6438,225,171,76,75,17
San Diego,2020-06-10T00:00:00,8839,312,286,76,135,16
San Francisco,2020-06-10T00:00:00,2774,44,39,11,14,0
San Joaquin,2020-06-10T00:00:00,1282,41,45,38,17,4
San Luis Obispo,2020-06-10T00:00:00,306,1,3,2,2,0
San Mateo,2020-06-10T00:00:00,2492,93,29,11,7,2
Santa Barbara,2020-06-10T00:00:00,1878,16,26,5,6,0
Santa Clara,2020-06-10T00:00:00,3032,149,40,22,16,5
Santa Cruz,2020-06-10T00:00:00,242,3,3,3,0,0
Shasta,2020-06-10T00:00:00,45,4,1,0,0,5
Sierra,2020-06-10T00:00:00,1,0,0,0,0,0
Siskiyou,2020-06-10T00:00:00,14,0,0,0,0,0
Solano,2020-06-10T00:00:00,608,23,18,15,4,1
Sonoma,2020-06-10T00:00:00,673,4,5,57,3,4
Stanislaus,2020-06-10T00:00:00,1030,33,26,15,11,4
Sutter,2020-06-10T00:00:00,56,2,0,0,0,0
Tehama,2020-06-10T00:00:00,10,1,0,0,0,0
Trinity,2020-06-10T00:00:00,2,0,0,1,0,0
Tulare,2020-06-10T00:00:00,2455,96,38,5,5,3
Tuolumne,2020-06-10T00:00:00,7,0,0,1,0,1
Unassigned,2020-06-10T00:00:00,3,0,0,0,0,0
Ventura,2020-06-10T00:00:00,1446,38,44,56,10,7
Yolo,2020-06-10T00:00:00,226,24,0,0,0,0
Yuba,2020-06-10T00:00:00,27,1,5,1,2,0
Alameda,2020-06-11T00:00:00,4073,110,86,38,32,7
Alpine,2020-06-11T00:00:00,1,0,0,0,0,0
Amador,2020-06-11T00:00:00,10,0,0,0,0,0
Butte,2020-06-11T00:00:00,72,1,5,37,3,7
Calaveras,2020-06-11T00:00:00,16,0,0,0,0,0
Colusa,2020-06-11T00:00:00,7,0,0,0,0,0
Contra Costa,2020-06-11T00:00:00,1797,44,22,29,11,4
Del Norte,2020-06-11T00:00:00,45,0,0,1,0,0
El Dorado,2020-06-11T00:00:00,109,0,0,1,0,1
Fresno,2020-06-11T00:00:00,2338,51,67,32,17,1
Glenn,2020-06-11T00:00:00,21,0,1,0,0,0
Humboldt,2020-06-11T00:00:00,113,4,1,8,0,0
Imperial,2020-06-11T00:00:00,3463,43,86,1,18,0
Inyo,2020-06-11T00:00:00,23,1,1,0,0,0
Kern,2020-06-11T00:00:00,3047,54,90,19,29,2
Kings,2020-06-11T00:00:00,963,6,29,2,8,0
Lake,2020-06-11T00:00:00,28,0,0,0,0,0
